未分组,#genre#
CCTV5,http://183.185.151.17:9003/hls/5/index.m3u8
CCTV5+,http://183.185.151.17:9003/hls/6/index.m3u8
CCTV6,http://183.185.151.17:9003/hls/7/index.m3u8
CCTV7,http://183.185.151.17:9003/hls/8/index.m3u8
CCTV8,http://183.185.151.17:9003/hls/9/index.m3u8
CCTV9,http://183.185.151.17:9003/hls/10/index.m3u8
CCTV10,http://183.185.151.17:9003/hls/11/index.m3u8
CCTV11,http://183.185.151.17:9003/hls/12/index.m3u8
CCTV12,http://183.185.151.17:9003/hls/13/index.m3u8
CCTV13,http://183.185.151.17:9003/hls/14/index.m3u8
CCTV14,http://183.185.151.17:9003/hls/15/index.m3u8
CCTV15,http://183.185.151.17:9003/hls/16/index.m3u8
CCTV16,http://183.185.151.17:9003/hls/17/index.m3u8
CCTV17,http://183.185.151.17:9003/hls/18/index.m3u8
东方卫视,http://183.185.151.17:9003/hls/23/index.m3u8
内蒙卫视,http://183.185.151.17:9003/hls/38/index.m3u8
北京卫视,http://183.185.151.17:9003/hls/20/index.m3u8
吉林卫视,http://183.185.151.17:9003/hls/34/index.m3u8
宁夏卫视,http://183.185.151.17:9003/hls/39/index.m3u8
安徽卫视,http://183.185.151.17:9003/hls/21/index.m3u8
山西卫视,http://183.185.151.17:9003/hls/19/index.m3u8
广东卫视,http://183.185.151.17:9003/hls/26/index.m3u8
广西卫视,http://183.185.151.17:9003/hls/27/index.m3u8
江苏卫视,http://183.185.151.17:9003/hls/35/index.m3u8
江西卫视,http://183.185.151.17:9003/hls/36/index.m3u8
河北卫视,http://183.185.151.17:9003/hls/29/index.m3u8
河南卫视,http://183.185.151.17:9003/hls/30/index.m3u8
海南卫视,http://183.185.151.17:9003/hls/28/index.m3u8
湖北卫视,http://183.185.151.17:9003/hls/32/index.m3u8
湖南卫视,http://183.185.151.17:9003/hls/33/index.m3u8
甘肃卫视,http://183.185.151.17:9003/hls/25/index.m3u8
福建卫视,http://183.185.151.17:9003/hls/24/index.m3u8
辽宁卫视,http://183.185.151.17:9003/hls/37/index.m3u8
重庆卫视,http://183.185.151.17:9003/hls/22/index.m3u8
青海卫视,http://183.185.151.17:9003/hls/40/index.m3u8
黑龙江卫视,http://183.185.151.17:9003/hls/31/index.m3u8
183.191.120.100:9003,#genre#
CCTV1,http://183.191.120.100:9003/hls/1/index.m3u8
CCTV2,http://183.191.120.100:9003/hls/2/index.m3u8
CCTV3,http://183.191.120.100:9003/hls/3/index.m3u8
CCTV4,http://183.191.120.100:9003/hls/4/index.m3u8
CCTV5,http://183.191.120.100:9003/hls/5/index.m3u8
CCTV5+,http://183.191.120.100:9003/hls/6/index.m3u8
CCTV6,http://183.191.120.100:9003/hls/7/index.m3u8
CCTV7,http://183.191.120.100:9003/hls/8/index.m3u8
CCTV8,http://183.191.120.100:9003/hls/9/index.m3u8
CCTV9,http://183.191.120.100:9003/hls/10/index.m3u8
CCTV10,http://183.191.120.100:9003/hls/11/index.m3u8
CCTV11,http://183.191.120.100:9003/hls/12/index.m3u8
CCTV12,http://183.191.120.100:9003/hls/13/index.m3u8
CCTV13,http://183.191.120.100:9003/hls/14/index.m3u8
CCTV14,http://183.191.120.100:9003/hls/15/index.m3u8
CCTV15,http://183.191.120.100:9003/hls/16/index.m3u8
CCTV16,http://183.191.120.100:9003/hls/17/index.m3u8
CCTV17,http://183.191.120.100:9003/hls/18/index.m3u8
东方卫视,http://183.191.120.100:9003/hls/23/index.m3u8
内蒙卫视,http://183.191.120.100:9003/hls/38/index.m3u8
北京卫视,http://183.191.120.100:9003/hls/20/index.m3u8
吉林卫视,http://183.191.120.100:9003/hls/34/index.m3u8
宁夏卫视,http://183.191.120.100:9003/hls/39/index.m3u8
安徽卫视,http://183.191.120.100:9003/hls/21/index.m3u8
山西卫视,http://183.191.120.100:9003/hls/19/index.m3u8
广东卫视,http://183.191.120.100:9003/hls/26/index.m3u8
广西卫视,http://183.191.120.100:9003/hls/27/index.m3u8
江苏卫视,http://183.191.120.100:9003/hls/35/index.m3u8
江西卫视,http://183.191.120.100:9003/hls/36/index.m3u8
河北卫视,http://183.191.120.100:9003/hls/29/index.m3u8
河南卫视,http://183.191.120.100:9003/hls/30/index.m3u8
海南卫视,http://183.191.120.100:9003/hls/28/index.m3u8
湖北卫视,http://183.191.120.100:9003/hls/32/index.m3u8
湖南卫视,http://183.191.120.100:9003/hls/33/index.m3u8
甘肃卫视,http://183.191.120.100:9003/hls/25/index.m3u8
辽宁卫视,http://183.191.120.100:9003/hls/37/index.m3u8
重庆卫视,http://183.191.120.100:9003/hls/22/index.m3u8
青海卫视,http://183.191.120.100:9003/hls/40/index.m3u8
黑龙江卫视,http://183.191.120.100:9003/hls/31/index.m3u8
183.191.31.237:9003,#genre#
CCTV1,http://183.191.31.237:9003/hls/1/index.m3u8
CCTV2,http://183.191.31.237:9003/hls/2/index.m3u8
CCTV3,http://183.191.31.237:9003/hls/3/index.m3u8
CCTV4,http://183.191.31.237:9003/hls/4/index.m3u8
CCTV5,http://183.191.31.237:9003/hls/5/index.m3u8
CCTV5+,http://183.191.31.237:9003/hls/6/index.m3u8
CCTV6,http://183.191.31.237:9003/hls/7/index.m3u8
CCTV7,http://183.191.31.237:9003/hls/8/index.m3u8
CCTV8,http://183.191.31.237:9003/hls/9/index.m3u8
CCTV9,http://183.191.31.237:9003/hls/10/index.m3u8
CCTV10,http://183.191.31.237:9003/hls/11/index.m3u8
CCTV11,http://183.191.31.237:9003/hls/12/index.m3u8
CCTV12,http://183.191.31.237:9003/hls/13/index.m3u8
CCTV13,http://183.191.31.237:9003/hls/14/index.m3u8
CCTV14,http://183.191.31.237:9003/hls/15/index.m3u8
CCTV15,http://183.191.31.237:9003/hls/16/index.m3u8
CCTV16,http://183.191.31.237:9003/hls/17/index.m3u8
CCTV17,http://183.191.31.237:9003/hls/18/index.m3u8
东方卫视,http://183.191.31.237:9003/hls/23/index.m3u8
内蒙卫视,http://183.191.31.237:9003/hls/38/index.m3u8
北京卫视,http://183.191.31.237:9003/hls/20/index.m3u8
吉林卫视,http://183.191.31.237:9003/hls/34/index.m3u8
宁夏卫视,http://183.191.31.237:9003/hls/39/index.m3u8
安徽卫视,http://183.191.31.237:9003/hls/21/index.m3u8
山西卫视,http://183.191.31.237:9003/hls/19/index.m3u8
广东卫视,http://183.191.31.237:9003/hls/26/index.m3u8
广西卫视,http://183.191.31.237:9003/hls/27/index.m3u8
江苏卫视,http://183.191.31.237:9003/hls/35/index.m3u8
江西卫视,http://183.191.31.237:9003/hls/36/index.m3u8
河北卫视,http://183.191.31.237:9003/hls/29/index.m3u8
河南卫视,http://183.191.31.237:9003/hls/30/index.m3u8
海南卫视,http://183.191.31.237:9003/hls/28/index.m3u8
湖北卫视,http://183.191.31.237:9003/hls/32/index.m3u8
湖南卫视,http://183.191.31.237:9003/hls/33/index.m3u8
甘肃卫视,http://183.191.31.237:9003/hls/25/index.m3u8
辽宁卫视,http://183.191.31.237:9003/hls/37/index.m3u8
重庆卫视,http://183.191.31.237:9003/hls/22/index.m3u8
青海卫视,http://183.191.31.237:9003/hls/40/index.m3u8
黑龙江卫视,http://183.191.31.237:9003/hls/31/index.m3u8
221.205.62.155:9003,#genre#
CCTV1,http://221.205.62.155:9003/hls/1/index.m3u8
CCTV2,http://221.205.62.155:9003/hls/2/index.m3u8
CCTV3,http://221.205.62.155:9003/hls/3/index.m3u8
CCTV4,http://221.205.62.155:9003/hls/4/index.m3u8
CCTV5,http://221.205.62.155:9003/hls/5/index.m3u8
CCTV5+,http://221.205.62.155:9003/hls/6/index.m3u8
CCTV6,http://221.205.62.155:9003/hls/7/index.m3u8
CCTV7,http://221.205.62.155:9003/hls/8/index.m3u8
CCTV8,http://221.205.62.155:9003/hls/9/index.m3u8
CCTV9,http://221.205.62.155:9003/hls/10/index.m3u8
CCTV10,http://221.205.62.155:9003/hls/11/index.m3u8
CCTV11,http://221.205.62.155:9003/hls/12/index.m3u8
CCTV12,http://221.205.62.155:9003/hls/13/index.m3u8
CCTV13,http://221.205.62.155:9003/hls/14/index.m3u8
CCTV14,http://221.205.62.155:9003/hls/15/index.m3u8
CCTV15,http://221.205.62.155:9003/hls/16/index.m3u8
CCTV16,http://221.205.62.155:9003/hls/17/index.m3u8
CCTV17,http://221.205.62.155:9003/hls/18/index.m3u8
东方卫视,http://221.205.62.155:9003/hls/23/index.m3u8
内蒙卫视,http://221.205.62.155:9003/hls/38/index.m3u8
北京卫视,http://221.205.62.155:9003/hls/20/index.m3u8
吉林卫视,http://221.205.62.155:9003/hls/34/index.m3u8
宁夏卫视,http://221.205.62.155:9003/hls/39/index.m3u8
安徽卫视,http://221.205.62.155:9003/hls/21/index.m3u8
山西卫视,http://221.205.62.155:9003/hls/19/index.m3u8
广东卫视,http://221.205.62.155:9003/hls/26/index.m3u8
广西卫视,http://221.205.62.155:9003/hls/27/index.m3u8
江苏卫视,http://221.205.62.155:9003/hls/35/index.m3u8
江西卫视,http://221.205.62.155:9003/hls/36/index.m3u8
河北卫视,http://221.205.62.155:9003/hls/29/index.m3u8
河南卫视,http://221.205.62.155:9003/hls/30/index.m3u8
海南卫视,http://221.205.62.155:9003/hls/28/index.m3u8
湖北卫视,http://221.205.62.155:9003/hls/32/index.m3u8
湖南卫视,http://221.205.62.155:9003/hls/33/index.m3u8
甘肃卫视,http://221.205.62.155:9003/hls/25/index.m3u8
福建卫视,http://221.205.62.155:9003/hls/24/index.m3u8
辽宁卫视,http://221.205.62.155:9003/hls/37/index.m3u8
重庆卫视,http://221.205.62.155:9003/hls/22/index.m3u8
青海卫视,http://221.205.62.155:9003/hls/40/index.m3u8
黑龙江卫视,http://221.205.62.155:9003/hls/31/index.m3u8
60.223.94.69:9003,#genre#
CCTV1,http://60.223.94.69:9003/hls/1/index.m3u8
CCTV2,http://60.223.94.69:9003/hls/2/index.m3u8
CCTV3,http://60.223.94.69:9003/hls/3/index.m3u8
CCTV4,http://60.223.94.69:9003/hls/4/index.m3u8
CCTV5,http://60.223.94.69:9003/hls/5/index.m3u8
CCTV6,http://60.223.94.69:9003/hls/6/index.m3u8
CCTV7,http://60.223.94.69:9003/hls/7/index.m3u8
CCTV8,http://60.223.94.69:9003/hls/8/index.m3u8
CCTV9,http://60.223.94.69:9003/hls/9/index.m3u8
CCTV10,http://60.223.94.69:9003/hls/10/index.m3u8
CCTV11,http://60.223.94.69:9003/hls/11/index.m3u8
CCTV12,http://60.223.94.69:9003/hls/12/index.m3u8
CCTV13,http://60.223.94.69:9003/hls/13/index.m3u8
CCTV14,http://60.223.94.69:9003/hls/14/index.m3u8
CCTV15,http://60.223.94.69:9003/hls/15/index.m3u8
北京卫视,http://60.223.94.69:9003/hls/17/index.m3u8
天津卫视,http://60.223.94.69:9003/hls/22/index.m3u8
安徽卫视,http://60.223.94.69:9003/hls/23/index.m3u8
山东卫视,http://60.223.94.69:9003/hls/18/index.m3u8
山西卫视,http://60.223.94.69:9003/hls/16/index.m3u8
河北卫视,http://60.223.94.69:9003/hls/19/index.m3u8
河南卫视,http://60.223.94.69:9003/hls/20/index.m3u8
重庆卫视,http://60.223.94.69:9003/hls/24/index.m3u8
陕西卫视,http://60.223.94.69:9003/hls/21/index.m3u8
171.38.148.17:8082,#genre#
CCTV1,http://171.38.148.17:8082/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://171.38.148.17:8082/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.38.148.17:8082/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.38.148.17:8082/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.38.148.17:8082/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.38.148.17:8082/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://171.38.148.17:8082/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://171.38.148.17:8082/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://171.38.148.17:8082/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.38.148.17:8082/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://171.38.148.17:8082/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://171.38.148.17:8082/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://171.38.148.17:8082/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://171.38.148.17:8082/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.38.148.17:8082/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.38.148.17:8082/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://171.38.148.17:8082/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://171.38.148.17:8082/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.38.148.17:8082/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视HD,http://171.38.148.17:8082/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视HD,http://171.38.148.17:8082/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.38.148.17:8082/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视HD,http://171.38.148.17:8082/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视HD,http://171.38.148.17:8082/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视HD,http://171.38.148.17:8082/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视HD,http://171.38.148.17:8082/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视HD,http://171.38.148.17:8082/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://171.38.148.17:8082/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视HD,http://171.38.148.17:8082/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视HD,http://171.38.148.17:8082/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://171.38.148.17:8082/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东南方卫视,http://171.38.148.17:8082/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视HD,http://171.38.148.17:8082/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视HD,http://171.38.148.17:8082/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.38.148.17:8082/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视HD,http://171.38.148.17:8082/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视HD,http://171.38.148.17:8082/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视HD,http://171.38.148.17:8082/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视HD,http://171.38.148.17:8082/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://171.38.148.17:8082/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视HD,http://171.38.148.17:8082/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视HD,http://171.38.148.17:8082/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视HD,http://171.38.148.17:8082/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视HD,http://171.38.148.17:8082/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视HD,http://171.38.148.17:8082/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视HD,http://171.38.148.17:8082/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视HD,http://171.38.148.17:8082/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://171.38.148.17:8082/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://171.38.148.17:8082/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://171.38.148.17:8082/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视HD,http://171.38.148.17:8082/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视HD,http://171.38.148.17:8082/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
广西移动HD,http://171.38.148.17:8082/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺旅游HD,http://171.38.148.17:8082/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市HD,http://171.38.148.17:8082/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻HD,http://171.38.148.17:8082/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广西乐思购,http://171.38.148.17:8082/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
南宁都市生活HD,http://171.38.148.17:8082/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
南宁公共频道HD,http://171.38.148.17:8082/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
南宁影视娱乐HD,http://171.38.148.17:8082/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
南宁新闻综合HD,http://171.38.148.17:8082/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
钦州新闻综合HD,http://171.38.148.17:8082/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
灵山综合频道HD,http://171.38.148.17:8082/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通HD,http://171.38.148.17:8082/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://171.38.148.17:8082/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
卡酷少儿,http://171.38.148.17:8082/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0
优漫卡通,http://171.38.148.17:8082/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
新动漫,http://171.38.148.17:8082/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
中国气象,http://171.38.148.17:8082/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
中国教育HD,http://171.38.148.17:8082/tsfile/live/1038_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实HD,http://171.38.148.17:8082/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://171.38.148.17:8082/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
广州综合频道,http://171.38.148.17:8082/tsfile/live/0133_1.m3u8?key=txiptv&playlive=1&authid=0
广东体育频道,http://171.38.148.17:8082/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广东影视频道,http://171.38.148.17:8082/tsfile/live/1043_1.m3u8?key=txiptv&playlive=1&authid=0
广东新闻频道,http://171.38.148.17:8082/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
广东公共频道,http://171.38.148.17:8082/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
广东珠江频道,http://171.38.148.17:8082/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
广东经济科教,http://171.38.148.17:8082/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
广东少儿频道,http://171.38.148.17:8082/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影,http://171.38.148.17:8082/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://171.38.148.17:8082/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
高清电影,http://171.38.148.17:8082/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://171.38.148.17:8082/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
重温经典HD,http://171.38.148.17:8082/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0
书画频道,http://171.38.148.17:8082/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
环球旅行,http://171.38.148.17:8082/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
中央新影中学生,http://171.38.148.17:8082/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
文物宝库,http://171.38.148.17:8082/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
171.38.148.97:8082,#genre#
CCTV1,http://171.38.148.97:8082/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://171.38.148.97:8082/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://171.38.148.97:8082/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.38.148.97:8082/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://171.38.148.97:8082/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://171.38.148.97:8082/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5+,http://171.38.148.97:8082/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://171.38.148.97:8082/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://171.38.148.97:8082/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://171.38.148.97:8082/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://171.38.148.97:8082/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://171.38.148.97:8082/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://171.38.148.97:8082/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://171.38.148.97:8082/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://171.38.148.97:8082/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://171.38.148.97:8082/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://171.38.148.97:8082/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV16,http://171.38.148.97:8082/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://171.38.148.97:8082/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视HD,http://171.38.148.97:8082/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视HD,http://171.38.148.97:8082/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://171.38.148.97:8082/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视HD,http://171.38.148.97:8082/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视HD,http://171.38.148.97:8082/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视HD,http://171.38.148.97:8082/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视HD,http://171.38.148.97:8082/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视HD,http://171.38.148.97:8082/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://171.38.148.97:8082/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视HD,http://171.38.148.97:8082/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视HD,http://171.38.148.97:8082/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://171.38.148.97:8082/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
广东南方卫视,http://171.38.148.97:8082/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视HD,http://171.38.148.97:8082/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视HD,http://171.38.148.97:8082/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://171.38.148.97:8082/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视HD,http://171.38.148.97:8082/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视HD,http://171.38.148.97:8082/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视HD,http://171.38.148.97:8082/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视HD,http://171.38.148.97:8082/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://171.38.148.97:8082/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视HD,http://171.38.148.97:8082/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视HD,http://171.38.148.97:8082/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视HD,http://171.38.148.97:8082/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视HD,http://171.38.148.97:8082/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视HD,http://171.38.148.97:8082/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视HD,http://171.38.148.97:8082/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视HD,http://171.38.148.97:8082/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://171.38.148.97:8082/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://171.38.148.97:8082/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://171.38.148.97:8082/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视HD,http://171.38.148.97:8082/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视HD,http://171.38.148.97:8082/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0
广西移动HD,http://171.38.148.97:8082/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺旅游HD,http://171.38.148.97:8082/tsfile/live/1040_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市HD,http://171.38.148.97:8082/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
广西新闻HD,http://171.38.148.97:8082/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
广西乐思购,http://171.38.148.97:8082/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
南宁都市生活HD,http://171.38.148.97:8082/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
南宁公共频道HD,http://171.38.148.97:8082/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
南宁影视娱乐HD,http://171.38.148.97:8082/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
